epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,292.011,1.10781,0.9925,1.44379,0.85834,0.79753,0.84749,0.61235,0.99473,0.81625,1.54577,0.000940625,0.000940625,0.000940625
27,303.443,1.11234,0.98038,1.43951,0.82348,0.89448,0.89449,0.63093,1.08299,0.78902,1.62834,0.00092825,0.00092825,0.00092825
28,315.031,1.08754,0.95133,1.44092,0.86242,0.9089,0.91096,0.59437,1.23696,0.77422,1.76548,0.000915875,0.000915875,0.000915875
29,326.645,1.0743,0.93717,1.41342,0.83804,0.84276,0.88662,0.63695,1.01276,0.76295,1.60237,0.0009035,0.0009035,0.0009035
30,338.12,1.08379,0.91359,1.42223,0.92918,0.85913,0.92793,0.63572,1.05978,0.71995,1.59977,0.000891125,0.000891125,0.000891125
31,349.576,1.07803,0.91901,1.42185,0.8912,0.90852,0.90469,0.66706,1.11723,0.77401,1.57709,0.00087875,0.00087875,0.00087875
32,361.138,1.05234,0.89142,1.40489,0.85317,0.90422,0.90209,0.64266,1.04169,0.66299,1.53611,0.000866375,0.000866375,0.000866375
33,372.671,1.05457,0.8823,1.39952,0.87752,0.89433,0.87917,0.63546,0.99826,0.77629,1.54331,0.000854,0.000854,0.000854
34,384.284,1.04305,0.86587,1.39369,0.83495,0.87918,0.86802,0.63553,1.06093,0.70846,1.54347,0.000841625,0.000841625,0.000841625
35,395.772,1.03638,0.871,1.38628,0.88906,0.90909,0.88474,0.59303,1.2257,0.79579,1.6733,0.00082925,0.00082925,0.00082925
36,407.246,1.0444,0.86576,1.39099,0.85314,0.84134,0.88126,0.6241,1.13869,0.75146,1.66824,0.000816875,0.000816875,0.000816875
37,418.726,1.02118,0.86857,1.3748,0.9112,0.89969,0.91885,0.65876,1.099,0.68915,1.60139,0.0008045,0.0008045,0.0008045
38,430.283,1.01143,0.83635,1.36448,0.87762,0.86262,0.89078,0.63978,1.10434,0.66327,1.57772,0.000792125,0.000792125,0.000792125
39,441.947,1.03117,0.82925,1.38357,0.87991,0.89526,0.90759,0.64644,1.111,0.74521,1.58472,0.00077975,0.00077975,0.00077975
40,453.449,1.00077,0.83407,1.36343,0.89999,0.85917,0.9124,0.62853,1.00536,0.66517,1.55268,0.000767375,0.000767375,0.000767375
41,464.979,0.97963,0.82181,1.34819,0.93619,0.88218,0.9203,0.65781,1.15291,0.64571,1.59998,0.000755,0.000755,0.000755
42,476.408,0.97814,0.79437,1.34813,0.87345,0.89142,0.91913,0.65305,1.09971,0.73463,1.59953,0.000742625,0.000742625,0.000742625
43,487.959,0.98976,0.77415,1.343,0.90602,0.89938,0.89975,0.6223,1.05837,0.7118,1.58013,0.00073025,0.00073025,0.00073025
44,499.594,0.96932,0.76661,1.33888,0.91304,0.86021,0.91434,0.63459,1.04493,0.63706,1.53958,0.000717875,0.000717875,0.000717875
45,511.108,0.9597,0.75702,1.33707,0.87475,0.92505,0.91101,0.65611,1.06387,0.64566,1.52537,0.0007055,0.0007055,0.0007055
46,522.565,0.99405,0.77589,1.35468,0.86367,0.90651,0.90734,0.66817,0.97246,0.60381,1.51003,0.000693125,0.000693125,0.000693125
47,534.11,0.94784,0.76904,1.32679,0.93118,0.90709,0.93063,0.6697,1.00075,0.57745,1.53246,0.00068075,0.00068075,0.00068075
48,545.712,0.95137,0.75687,1.32336,0.88155,0.84944,0.90086,0.66494,1.14413,0.67033,1.62321,0.000668375,0.000668375,0.000668375
49,557.353,0.95825,0.73706,1.32466,0.91919,0.85481,0.90265,0.64027,1.02573,0.68034,1.53374,0.000656,0.000656,0.000656
50,568.865,0.92579,0.72521,1.30218,0.88218,0.8592,0.87882,0.61966,1.22145,0.71731,1.63928,0.000643625,0.000643625,0.000643625
51,580.405,0.93743,0.73397,1.32006,0.90355,0.91135,0.91288,0.66173,0.98843,0.58699,1.47946,0.00063125,0.00063125,0.00063125
52,592.012,0.9212,0.7025,1.29937,0.9014,0.90997,0.92691,0.69662,0.99555,0.55762,1.53344,0.000618875,0.000618875,0.000618875
53,603.628,0.92305,0.722,1.30476,0.8699,0.89931,0.90211,0.65165,1.09274,0.66618,1.57744,0.0006065,0.0006065,0.0006065
54,615.184,0.91546,0.7124,1.30512,0.89206,0.87376,0.9167,0.68434,0.97715,0.64315,1.5354,0.000594125,0.000594125,0.000594125
55,626.745,0.91666,0.69455,1.29551,0.87677,0.85324,0.90853,0.65959,1.01162,0.6416,1.54052,0.00058175,0.00058175,0.00058175
56,638.27,0.90624,0.69021,1.28505,0.88164,0.88059,0.90345,0.65569,0.99272,0.61339,1.52552,0.000569375,0.000569375,0.000569375
57,649.784,0.88168,0.67289,1.27367,0.85491,0.88158,0.90634,0.64544,1.06927,0.60331,1.56851,0.000557,0.000557,0.000557
58,661.408,0.86694,0.6794,1.26939,0.92512,0.91949,0.92054,0.66245,1.02494,0.58919,1.54816,0.000544625,0.000544625,0.000544625
